url,title,corpus_section,text_type,concept,frame,metaphor,subject_role,value_opposition,action_model
https://rg.ru/2024/09/12/preliudii-narodnoj-liubvi.html,Почему классика должна сопровождать детвору,Культурная журналистика,Эссе о каноне,КАНОН,классическое образование,классика как фундамент,школа / ребёнок,просвещение / невежество,просвещение
https://rg.ru/2024/10/31/emir-kusturica-russkaia-kultura-moj-argument-v-spore-s-evropoj.html,Кустурица: Русская культура — мой аргумент в споре с Европой,Культурная журналистика,Интервью о культуре,АРГУМЕНТ,культурная дипломатия,культура как аргумент,Кустурица / Европа,диалог / конфронтация,диалог
https://rg.ru/2025/03/21/v-brazilii-obsudiat-slovo-tolstogo-v-sovremennom-mire.html,В Бразилии обсудят слово Толстого в современном мире,Культурная журналистика,Новость о литературе,СЛОВО,международная рецепция классики,Толстой как посол,форум / общество,мировое / локальное,популяризация
https://www.ng.ru/culture/2024-11-17/6_9136_history.html,Современность из архива,Культурная журналистика,Рецензия на проект,АРХИВ,современное искусство и память,архив как источник,художник / история,новое / вечное,исследование
https://www.ng.ru/ng_exlibris/2024-06-19/9_1227_5books.html,Пять книг недели: «Русская классика в зеркале андеграунда»,Культурная журналистика,Обзор книг,КНИГА,литературная критика,книга как зеркало,критик / читатель,канон / андеграунд,оценка
https://www.ng.ru/culture/2024-01-29/8_8934_exhibition.html,Формула допетровской Руси,Культурная журналистика,Рецензия на выставку,РУСЬ,историческая рецепция,Русь как формула,художник / зритель,прошлое / настоящее,осмысление
https://www.kommersant.ru/doc/6917302,Докер 2024: главные фильмы,Культурная журналистика,Обзор фестиваля,ДОКУМЕНТ,документальное кино,документ как свидетель,режиссёр / общество,правда / вымысел,свидетельствование
https://www.kommersant.ru/doc/7310242,Рецензия на фильм «Кандинский и его муза»,Культурная журналистика,Рецензия на фильм,ВДОХНОВЕНИЕ,творческая биография,муза как источник,художник / муза,творчество / рутина,осмысление
https://style.rbc.ru/impressions/674963ca9a7947680c95c203,"Театральный обман, пейзажи, натюрморты и китч",Культурная журналистика,Обзор культуры,РАЗНООБРАЗИЕ,культурная панорама,культура как мозаика,критик / зритель,разнообразие / однообразие,обзор
https://www.forbes.ru/forbeslife/503555-bulatov-mone-i-peredvizniki,"Булатов, Моне и передвижники: выставки в музеях РФ 2024",Культурная журналистика,Анонс выставок,АНОНС,музейный сезон,музей как храм,куратор / зритель,классика / современность,подготовка
https://regnum.ru/article/3858059,Главный интерес к русской литературе в мире ещё впереди,Культурная журналистика,Интервью о литературе,БУДУЩЕЕ,литературная перспектива,литература как посев,редактор / общество,расцвет / упадок,прогноз
https://regnum.ru/article/3866181,Герои в комиксах и татуировки: как художники рассказывают о войне,Культурная журналистика,Репортаж об искусстве,ВОЙНА,художественная репрезентация войны,война как холст,художник / общество,осмысление / глорификация,осмысление
https://nplus1.ru/news/2024/10/08/phys-nobel-2024,Нобелевскую премию по физике присудили за машинное обучение,Научно-популярные тексты,Научно-популярная статья об ИИ,ПРОРЫВ,научное признание ИИ,Нобелевка как знак,учёный / общество,признание / скепсис,популяризация
https://nplus1.ru/material/2024/10/09/physics-of-neural-networks-2024,Магнетизм нейросетей: физика нейросетей,Научно-популярные тексты,Научно-популярная статья о нейросетях,ФИЗИКА,физическое обоснование ИИ,нейросеть как магнит,физик / ИИ,закономерность / хаос,объяснение
https://nplus1.ru/material/2024/10/24/ai-masters,Магистры AI: как достичь баланса,Научно-популярные тексты,Научно-популярная статья об образовании ИИ,БАЛАНС,подготовка ИИ-кадров,образование как весы,университет / студент,глубина / широта,подготовка
https://nplus1.ru/blog/2025/04/11/deep-research,"Глубина, я не твой: на что способен Deep Research",Научно-популярные тексты,Научно-популярная статья об ИИ-инструменте,ГЛУБИНА,инструментальное исследование,Deep Research как лупа,ИИ / исследователь,глубина / поверхностность,исследование
https://nplus1.ru/blog/2026/05/22/ai-anthropomorphization,Почему мы очеловечиваем ИИ,Научно-популярные тексты,Научно-популярная статья о психологии,АНТРОПОМОРФИЗМ,психологическая проекция,ИИ как зеркало,человек / ИИ,эмпатия / иллюзия,осознание
https://habr.com/ru/companies/onlinepatent/articles/870626,Самые примечательные научные открытия 2024 года,Научно-популярные тексты,Научно-популярный обзор,ОТКРЫТИЕ,научный прогресс,наука как фронт,учёный / общество,прогресс / стагнация,популяризация
https://habr.com/ru/articles/902602,Искусственный интеллект в 2025 году: что происходит на самом деле,Научно-популярные тексты,Научно-популярная аналитика,РЕАЛЬНОСТЬ,тренды ИИ,ИИ как волна,аналитик / общество,прогресс / хайп,анализ
https://postnauka.ru/tv/22767,"Нейрокоммуникаторы, нейроконтроллеры, нейропротезы",Научно-популярные тексты,Научно-популярная лекция,НЕЙРОИНТЕРФЕЙС,нейротехнология,мозг как компьютер,учёный / технология,расширение / ограничение,развитие
https://postnauka.ru/talks/154889,Дубынин: «Если нет тигра за углом…»,Научно-популярные тексты,Научно-популярная беседа,СТРЕСС,нейробиология стресса,тигр как метафора угрозы,нейрофизиолог / общество,адаптация / дезадаптация,осознание
https://elementy.ru/video/927/Evgeniy_Plisov_glavnye_novosti_nauki_v_2024_godu,Главные новости науки в 2024 году,Научно-популярные тексты,Научно-популярный обзор,ИТОГ,научный год,наука как путешествие,учёный / общество,прогресс / тупик,обзор
https://elementy.ru/video/919/Itogi_2024_goda_v_fizike,Итоги 2024 года в физике,Научно-популярные тексты,Научно-популярный обзор,ФИЗИКА,физические открытия,физика как фундамент,физик / общество,познание / неведение,обзор
https://biomolecula.ru/articles/khit-parad-biomolekuly-2024,Хит-парад «Биомолекулы» 2024,Научно-популярные тексты,Научно-популярный обзор,БИОЛОГИЯ,молекулярная биология,молекула как механизм,биолог / общество,познание / неведение,популяризация
https://biomolecula.ru/articles/mikrornk-s-ogromnym-vliianiem,МикроРНК с огромным влиянием: Нобелевская премия по медицине 2024,Научно-популярные тексты,Научно-популярная статья о нобелевке,ПРЕМИЯ,научное признание,Нобелевка как вершина,учёный / общество,признание / неизвестность,популяризация
https://ria.ru/20260119/nauka-2068347427.html,Профессор СПбПУ дал прогноз о развитии «цифровой Арктики»,Научно-популярные тексты,Научно-популярная статья о технологиях,АРКТИКА,цифровизация региона,Арктика как фронт,учёный / регион,освоение / отставание,развитие
https://ria.ru/20250625/uchenye-2025243144.html,Российские учёные отправили в стратосферу крыс с нейроинтерфейсами,Научно-популярные тексты,Научно-популярная статья об эксперименте,ЭКСПЕРИМЕНТ,нейробиологический прорыв,мозг как компьютер,учёный / технология,прорыв / фантастика,исследование
https://tass.ru/nauka/19632657,Искусственный интеллект и лунные миссии: как наука будет развиваться,Научно-популярные тексты,Научно-популярный обзор,КОСМОС,научные тренды,космос как горизонт,учёный / общество,познание / ограничение,исследование
https://tass.ru/v-strane/20083087,Город инноваций: робот-хирург в Петербурге,Научно-популярные тексты,Научно-популярная статья о медицине,МЕДИЦИНА,технологическая революция,робот как хирург,врач / технология,спасение / риск,инновация
https://www.kommersant.ru/doc/6746758,Технологиям потребовались смыслы,Научно-популярные тексты,Научно-популярная статья о смыслах,СМЫСЛ,технологическая этика,смысл как якорь,эксперт / общество,осмысленность / бессмысленность,осмысление
https://mel.fm/novosti/4863591-rossyskiye-vuzy-pereydut-na-novuyu-sistemu-obrazovaniya,Вузы перейдут на новую систему образования с 2026 года,Научно-популярные тексты,Научно-популярная статья об образовании,РЕФОРМА,образовательная трансформация,образование как стройка,министерство / вуз,новое / старое,реализация
https://biomolecula.ru/articles/scinat-za-mart-2024-1,SciNat: эпигенетическое редактирование генома,Научно-популярные тексты,Научно-популярный дайджест,ГЕНОМ,генная инженерия,геном как текст,учёный / общество,редактирование / запрет,исследование
https://gorvesti.ru/text/zhizn-stala-komfortnee-kakie-novye-obekty-poyavilis-v-volgograde-v-2025-godu-214614.html,Новые объекты в Волгограде в 2025 году,Региональные медиа,Региональная новость,КОМФОРТ,городское развитие,город как организм,власть / горожанин,развитие / застой,благоустройство
https://gorvesti.ru/society/21-milliona-chelovek-posetili-volgogradskuyu-oblast-v-2025-godu-215499.html,Турпоток вырос на 10% в Волгоградской области,Региональные медиа,Региональная новость о туризме,ТУРИЗМ,региональная привлекательность,регион как магнит,регион / турист,открытость / закрытость,привлечение
https://gorvesti.ru/society/volgograd-pereimenuyut-v-stalingrad-2-fevralya-217217.html,Волгоград переименуют в Сталинград 2 февраля,Региональные медиа,Региональная новость о памяти,ПАМЯТЬ,историческая символика,город как память,власть / общество,память / забвение,чествование
https://c-pravda.ru/news/2025-12-23/turpotok-v-krym-v-2025-godu-pokazal-rekordnyjj-rost-pochti-na-70,Турпоток в Крым вырос на 70% в 2025 году,Региональные медиа,Региональная новость о туризме,РОСТ,региональное развитие,Крым как курорт,регион / турист,процветание / упадок,развитие
https://c-pravda.ru/news/2026-02-17/bolee-70-novykh-ambulatorijj-i-fapov-postroili-v-krymu-v-2025-godu,70 новых амбулаторий и ФАПов в Крыму,Региональные медиа,Региональная новость о медицине,ЗДОРОВЬЕ,медицинская инфраструктура,больница как фундамент,власть / пациент,развитие / отставание,строительство
https://www.svoboda.org/a/territoriya-sama-po-sebe-nikomu-ne-nuzhna/33649804.html,Что не так с кремлевской идеей сибиризации,Региональные медиа,Региональная аналитика,СИБИРЬ,депопуляция регионов,Сибирь как ресурс,государство / регион,развитие / вымирание,сохранение
https://www.svoboda.org/a/ochen-nuzhno-myaso/33459897.html,"Российских зэков избивают, вынуждая заключать контракты",Региональные медиа,Региональное расследование,НАСИЛИЕ,принуждение к службе,тюрьма как рекрутинговый центр,государство / заключённый,принуждение / свобода,расследование
https://www.kavkazr.com/a/33756590.html,Жительниц юга России лишают свободы,Региональные медиа,Региональное расследование,ПРАВО,гендерное неравенство,Кавказ как клетка,традиция / женщина,свобода / подчинение,защита
https://www.kavkazr.com/a/kazna-pusteet-fond-kadyrova/33345150.html,Фонд Кадырова отчитался о долгах и сокращении активов,Региональные медиа,Региональная аналитика,БЮДЖЕТ,финансовый кризис региона,фонд как кошелёк,фонд / регион,процветание / кризис,мониторинг
https://www.kavkazr.com/a/chuda-ne-budet/33540635.html,Чуда не будет: ситуация на Северном Кавказе в докладе для ООН,Региональные медиа,Региональная аналитика,ДОКЛАД,правозащитная оценка,Кавказ как проблема,ООН / регион,реализм / иллюзия,оценка
https://www.severreal.org/a/nastoyaschiy-komi-muzhik-gordost-naroda/33546202.html,За что арестован философ Зюзев из Коми,Региональные медиа,Региональная новость,СВОБОДА,преследование инакомыслящих,философ как совесть,государство / интеллигенция,свобода / репрессия,солидарность
https://www.severreal.org/a/glava-komi-uyba-ushel-v-otstavku/33176020.html,Глава Коми Уйба ушел в отставку,Региональные медиа,Региональная новость о политике,ОТСТАВКА,политическая ротация,губернатор как руль,губернатор / регион,перемены / застой,замена
https://t-l.ru/401601.html,Бюджет Тюмени 2025 исполнен без дефицита,Региональные медиа,Региональная новость о бюджете,БАЛАНС,финансовая устойчивость,бюджет как весы,город / экономика,профицит / дефицит,управление
https://t-l.ru/389862.html,В Тюмени стартовал цифровой форум «Инфотех»,Региональные медиа,Региональная новость о технологиях,ТЕХНОЛОГИЯ,цифровое развитие региона,форум как витрина,город / технологии,инновация / отставание,развитие
https://ysia.ru/v-2025-godu-indeks-promyshlennogo-proizvodstva-v-yakutii-sostavil-100,Индекс промышленного производства в Якутии — 100%,Региональные медиа,Региональная новость о промышленности,СТАБИЛЬНОСТЬ,промышленное развитие,промышленность как фундамент,регион / экономика,рост / стагнация,мониторинг
https://ysia.ru/41-sotsialnyj-obekt-planiruyut-vvesti-v-yakutii-v-2025-godu,41 социальный объект в Якутии в 2025 году,Региональные медиа,Региональная новость о строительстве,СТРОИТЕЛЬСТВО,социальная инфраструктура,объект как фундамент,власть / общество,развитие / нужда,строительство
https://www.bashinform.ru/news/culture/2025-01-09/top-10-kulturnyh-sobytiy-v-bashkirii-za-2024-god-4070995,Топ-10 культурных событий в Башкирии за 2024,Региональные медиа,Региональная новость о культуре,КУЛЬТУРА,региональная культурная жизнь,культура как лицо,регион / общество,многообразие / однообразие,популяризация
https://yakutia.info/article/214721,Экономические итоги 2025 года в Якутии,Региональные медиа,Региональная аналитика,ИТОГ,экономическая оценка региона,экономика как пациент,регион / экономика,рост / спад,диагностика
https://www.ekburg.ru/news/2/97278-zhiteli-ekaterinburga-otsenili-rabotu-gorodskikh-vlastey,Жители Екатеринбурга оценили работу властей,Региональные медиа,Региональная новость об оценке,ОЦЕНКА,городское управление,город как механизм,власть / горожанин,удовлетворённость / недовольство,мониторинг
https://c-pravda.ru/news/2025-02-12/finansovaya-gramotnost-dlya-vsekh,Финансовая грамотность для всех в Крыму,Региональные медиа,Региональная новость об образовании,ГРАМОТНОСТЬ,финансовое просвещение,грамотность как щит,школа / общество,знание / невежество,просвещение
https://lgz.ru/article/anton-chekhov-i-konets-russkogo-klassicheskogo-realizma,Чехов и конец русского классического реализма,Литературный канон,Литературная критика,РЕАЛИЗМ,эпохальная трансформация,реализм как эпоха,Чехов / литература,завершение / начало,осмысление
https://lgz.ru/article/sto-let-na-klassiku,Сто лет на классику,Литературный канон,Беседа о литературе,КАНОН,литературная преемственность,классика как фундамент,писатель / читатель,преемственность / разрыв,сохранение
https://lgz.ru/article/drugie-zoshchenko,Другие Зощенко: к 130-летию,Литературный канон,Литературная статья,НАСЛЕДИЕ,литературный юбилей,Зощенко как зеркало эпохи,писатель / общество,осмысление / забвение,чествование
https://lgz.ru/article/toska-po-osmyslennoy-zhizni,Тоска по осмысленной жизни: о «вредном» Достоевском,Литературный канон,Беседа о классике,СМЫСЛ,экзистенциальная проблематика,Достоевский как совесть,писатель / читатель,смысл / бессмыслица,осмысление
https://lgz.ru/article/bulgakov-v-prioritete,Булгаков в приоритете: рейтинг продаж классиков,Литературный канон,Литературная статистика,ПОПУЛЯРНОСТЬ,читательский выбор,рейтинг как голос,читатель / классик,востребованность / забвение,анализ
https://voplit.ru/article/tolstoj-i-dostoevskij,Толстой и Достоевский: монография,Литературный канон,Литературная критика,ДУАЛИЗМ,классическая оппозиция,Толстой и Достоевский как полюса,критик / классика,два пути / один,осмысление
https://voplit.ru/article/vera-i-neverie-dostoevskij-tolstoj-chehov-i-drugie,"Вера и неверие: Достоевский, Толстой, Чехов",Литературный канон,Литературоведческая статья,ВЕРА,религиозно-философские мотивы,вера как якорь,писатель / общество,вера / безверие,исследование
https://voplit.ru/article/turgenev-tolstoj-dostoevskij-podteksty-pushkinskogo-prazdnika-1880-goda,Подтексты Пушкинского праздника 1880 года,Литературный канон,Литературоведческая статья,ПРАЗДНИК,литературно-политический контекст,памятник как символ,литература / общество,объединение / раскол,исследование
https://voplit.ru/article/vozvrashhenie-k-shalamovu,Возвращение к Шаламову,Литературный канон,Литературная статья,ВОЗВРАЩЕНИЕ,литературная реабилитация,Шаламов как свидетель,писатель / история,правда / забвение,восстановление
https://nm1925.ru/articles/2025/1-2025/rechevoy-lider,"Речевой лидер: Толстой, Пушкин, Достоевский, Гоголь",Литературный канон,Литературное эссе,ЛИДЕРСТВО,речевое влияние классиков,классик как лидер,классик / язык,влияние / затухание,осмысление
https://nm1925.ru/articles/2024/1-2024/periodika-1-2024,Периодика: обсуждение русской классики,Литературный канон,Литературный обзор,ОБСУЖДЕНИЕ,литературная рефлексия,журнал как площадка,критик / классика,осмысление / равнодушие,обсуждение
https://znamlit.ru/publication.php?id=9257,Преодолевая страх: переосмысление классики,Литературный канон,Литературная критика,СТРАХ,неклассическая рецепция,страх как барьер,критик / классика,преодоление / подчинение,переосмысление
https://znamlit.ru/publication.php?id=8901,Молодые критики о литературе,Литературный канон,Литературная дискуссия,НОВОЕ,поколенческий взгляд,молодость как вызов,критик / литература,новизна / традиция,дискуссия
https://znamlit.ru/publication.php?id=8900,Первые толстяки: к 100-летию журналов,Литературный канон,Литературная история,ТРАДИЦИЯ,история толстых журналов,журнал как корабль,журнал / литература,продолжение / закрытие,сохранение
https://gramota.ru/journal/novosti-i-sobytiya/o-chem-govoryat-slova-2024-goda,О чем говорят слова 2024 года,Литературный канон,Лингвистический обзор,СЛОВО,языковая динамика,слово как барометр,лингвист / общество,изменение / стабильность,наблюдение
https://gramota.ru/journal/stati/zhizn-yazyka/chto-my-znaem-o-populyarnykh-slovakh-goda,Популярные слова года: 11 эскизов к портретам,Литературный канон,Лингвистический анализ,СЛОВО ГОДА,лексикографическая оценка,слово как портрет,лингвист / общество,новое / вечное,анализ
https://gramota.ru/journal/stati/nauka/novoe-v-metaslovare-gramoty,Новое в метасловаре Грамоты: лексикографические описания,Литературный канон,Лингвистическая статья,СЛОВАРЬ,лексикографическая практика,словарь как зеркало,лингвист / язык,описание / игнорирование,описание
https://russkayarech.ru/ru/archive/2024-5,Русская речь. 2024. №5: Гоголь и пушкинский ямб,Литературный канон,Филологическая статья,ФОРМА,литературный анализ,стих как механизм,филолог / классика,точность / приблизительность,анализ
https://russkayarech.ru/ru/archive/2024-4,Русская речь. 2024. №4: Национальный словарный фонд,Литературный канон,Филологическая статья,ФОНД,лексическое наследие,словарь как хранилище,лингвист / нация,сохранение / утрата,сохранение
https://nm1925.ru/journal-archive/year-content/2024,Содержание «Нового мира» за 2024 год,Литературный канон,Литературный обзор,ГОД,литературная панорама,журнал как летопись,редакция / читатель,многообразие / однообразие,обзор
https://lenta.ru/news/2024/08/29/fight,Власти начали готовить план по борьбе с ростом цен,Новости,Новость о политике цен,БОРЬБА,ценовой контроль,инфляция как враг,государство / ЦБ,контроль / стихия,регулирование
https://www.vedomosti.ru/analytics/krupnyy_plan/articles/2025/06/15/1130458-strategiya-adaptacii-ekonomiki,Стратегия адаптации экономики к новым условиям,Аналитика,Аналитика о структурной трансформации,АДАПТАЦИЯ,структурная трансформация,экономика как система,государство / бизнес,адаптация / инерция,адаптация
https://expert.ru/expertise/2025/ekonomicheskaya-strategiya-2026,Экономическая стратегия 2026: приоритеты развития,Аналитика,Аналитика о стратегии,СТРАТЕГИЯ,стратегическое планирование,стратегия как маршрут,государство / экономика,развитие / стабилизация,планирование
https://www.kommersant.ru/doc/8601234,Региональные инвестиционные проекты: новые приоритеты,Аналитика,Аналитика об инвестициях,ИНВЕСТИЦИЯ,инвестиционная переориентация,инвестиция как посев,инвестор / регион,развитие / стагнация,инвестирование
https://tass.ru/interviews/27350123,Резин: космическая программа России на 2026 год,Интервью,Интервью с руководителем Роскосмоса,КОСМОС,космическая программа,космос как горизонт,руководитель / общество,развитие / ограничения,развитие
https://www.rbc.ru/interviews/15/03/2025/6875a3c29a7947b0e2a18f01,Главный экономист ВТБ о перспективах роста,Интервью,Интервью с экономистом,РОСТ,экономическая динамика,экономика как механизм,экономист / рынок,рост / корректировка,анализ
https://www.forbes.ru/rubriki-kanaly/video/562001-andrey-seleznev-forbes,Селезнёв — Forbes: Как ИИ меняет медицину,Интервью,Интервью с ИИ-экспертом,МЕДИЦИНА,цифровая трансформация здравоохранения,ИИ как диагност,эксперт / медицина,инновация / традиция,внедрение
https://www.vedomosti.ru/opinion/columns/2025/09/15/1145550-kak-izmenilas-rol-eksperta,Как изменилась роль эксперта в публичном пространстве,Колонки / публицистика,Колонка об экспертизе,ЭКСПЕРТИЗА,трансформация публичной экспертизы,эксперт как навигатор,эксперт / общество,компетентность / дилетантизм,рефлексия
https://snob.ru/entry/3120010,Грамотность в эпоху нейросетей: что мы теряем,Колонки / публицистика,Эссе о грамотности,ГРАМОТНОСТЬ,трансформация языковой культуры,язык как инструмент,общество / технологии,качество / упрощение,наблюдение
https://www.kommersant.ru/doc/8499021,Новая культурная политика: от идеологии к практике,Колонки / публицистика,Колонка о культурной политике,КУЛЬТУРНАЯ ПОЛИТИКА,государство и культура,культура как инфраструктура,государство / культура,регулирование / автономия,регулирование
https://nvo.ng.ru/ideas/2025-10-15/3_9398_ideas.html,Архитектура безопасности: новые вызовы и ответы,Колонки / публицистика,Колонка о безопасности,БЕЗОПАСНОСТЬ,архитектура безопасности,безопасность как конструкция,государство / общество,безопасность / свобода,регулирование
https://www.vedomosti.ru/opinion/columns/2025/08/20/1138450-o-rol-semyi-v-sovremennom-obschestve,О роли семьи в современном обществе,Колонки / публицистика,Колонка о семье,СЕМЬЯ,социальная динамика семьи,семья как фундамент,общество / государство,традиция / модернизация,поддержка
https://snob.ru/entry/3115005,Поколение Z и рынок труда: кто кого,Колонки / публицистика,Эссе о поколениях,ПОКОЛЕНИЕ,поколенческая динамика на рынке труда,поколение как волна,молодёжь / рынок,новизна / опыт,адаптация
https://www.kommersant.ru/doc/8605432,Образование как национальный приоритет: что изменилось,Колонки / публицистика,Колонка об образовании,ОБРАЗОВАНИЕ,образовательная трансформация,образование как фундамент,министерство / общество,качество / массовость,реформа
https://www.vedomosti.ru/opinion/columns/2026/02/10/1178450-cifrovye-prava-grazhdan,Цифровые права граждан: баланс интересов,Колонки / публицистика,Колонка о цифровых правах,ПРАВО,цифровое регулирование,право как балансир,государство / гражданин,защита / свобода,регулирование
